game_episode,end_x,end_y
153374_33,74.526695,31.231678
153374_36,67.06672,52.0263
153374_37,55.394512,40.116764
153374_38,82.0434,12.091028
153374_39,46.808395,59.1395
153374_40,44.329407,65.06487
153374_41,49.357513,15.168064
153374_43,71.94474,53.740368
153374_44,46.19822,32.006264
153374_45,72.84685,22.823906
153374_46,32.993553,53.35486
153374_47,55.996544,19.975233
153374_48,70.75786,45.475826
153374_49,62.961838,44.424904
153374_50,19.49882,34.964397
153374_51,69.04242,32.31016
153374_52,73.73584,54.338432
153374_53,36.02856,36.941956
153374_54,58.01279,11.051631
153374_55,44.982456,52.55399
153374_56,20.289795,54.46393
153374_57,17.765614,62.547195
153374_58,67.05463,36.151855
153374_59,72.377846,37.06619
153374_61,58.890728,26.371653
153374_62,73.396225,50.848083
153374_63,61.685455,7.023531
153374_64,83.28915,13.521688
153374_65,64.60503,39.393433
153374_66,41.128567,7.673821
153374_67,72.050705,23.514023
153374_68,68.4194,21.324108
153374_69,89.21881,26.1922
153374_71,63.0972,13.516066
153374_73,45.45057,36.32547
153374_74,70.70572,22.385756
153374_75,67.1089,11.3217125
153374_76,75.900795,12.752722
153374_77,71.96203,9.434379
153374_79,56.5774,13.330829
153374_80,70.32154,56.97349
153374_82,31.067606,18.820461
153374_83,54.25993,24.860098
153374_84,80.3344,49.12083
153374_85,41.513935,40.26895
153375_1,59.54537,56.005177
153375_2,18.337599,34.955784
153375_3,66.606094,52.474968
153375_5,92.42916,56.984165
153375_6,41.608143,13.621699
153375_7,56.1667,22.739279
153375_8,58.92062,39.85373
153375_9,81.798744,36.888046
153375_10,62.453754,51.938736
153375_11,37.647274,22.538923
153375_12,72.59213,61.69993
153375_13,32.48811,32.987846
153375_14,31.092108,9.646538
153375_15,42.003998,49.692425
153375_16,71.49312,55.934383
153375_17,11.840208,44.914516
153375_18,62.177727,4.49373
153375_19,74.13996,6.5396986
153375_20,64.92673,28.533728
153375_21,65.87281,37.096817
153375_22,79.36591,23.97101
153375_23,25.311132,14.708364
153375_24,50.02264,21.651628
153375_25,83.76629,9.915425
153375_26,56.49294,39.026318
153375_27,39.033417,41.879883
153375_28,17.915379,25.910748
153375_29,58.237183,44.069843
153375_30,70.53826,5.128501
153375_32,17.579193,31.502052
153375_33,58.365337,36.266186
153375_35,38.20042,54.97697
153375_36,80.71393,44.983795
153375_39,61.80503,48.11902
153375_40,53.405666,21.470476
153375_41,55.196606,50.078407
153375_42,26.472008,18.88032
153375_43,46.802933,30.453548
153375_44,55.361267,47.07163
153375_45,36.01563,15.126922
153375_46,30.128273,35.797935
153375_47,38.84476,54.667038
153375_48,64.50686,20.127844
153375_49,77.26723,49.77135
153375_50,45.02864,56.607327
153375_51,76.305626,31.115808
153375_53,44.6516,41.946335
153375_54,78.09315,47.86578
153375_55,18.530985,54.855236
153375_56,21.817873,35.956795
153375_57,34.786736,53.924698
153375_58,79.462395,11.4146805
153375_59,10.458806,30.486345
153375_60,49.07887,54.166252
153375_61,47.640083,54.005703
153375_62,61.34163,52.785423
153375_63,35.96806,58.630154
153375_65,44.311832,52.36245
153375_66,22.332422,21.293943
153375_67,54.735,16.49464
153375_68,50.07138,11.588428
153375_69,46.76475,51.53226
153375_70,72.782684,30.5014
153375_71,69.81617,57.783207
153375_72,72.42446,47.45964
153375_73,82.232155,12.8512745
153375_77,61.971897,10.169539
153375_78,79.22015,19.697414
153375_79,59.256195,41.661736
153375_80,83.848755,13.208667
153375_82,21.110989,59.1559
153375_83,73.14062,20.086454
153375_84,75.3379,43.62852
153376_1,35.800163,61.13198
153376_2,73.60335,34.149643
153376_3,56.902184,9.900068
153376_4,81.36664,21.915205
153376_5,34.99127,34.313354
153376_6,68.54031,22.461533
153376_7,72.23639,13.004731
153376_8,75.342476,18.4709
153376_9,81.54331,21.596312
153376_10,73.45622,44.401356
153376_11,67.277756,50.51816
153376_12,57.871628,10.071496
153376_13,80.510704,12.190193
153376_15,38.742867,31.830063
153376_16,63.259197,58.60213
153376_18,42.640385,23.74645
153376_19,65.03302,44.810036
153376_22,27.672798,52.241177
153376_23,78.77865,8.93063
153376_24,43.279682,26.522045
153376_25,39.286037,31.356869
153376_26,57.27514,8.90979
153376_27,57.87161,10.559725
153376_28,35.25161,14.362536
153376_29,70.10595,19.840837
153376_30,73.34986,54.52446
153376_31,67.94795,51.449177
153376_33,56.174408,26.913988
153376_34,81.07038,20.197525
153376_35,73.65345,53.885445
153376_36,64.348015,43.437508
153376_39,74.323,48.237473
153376_40,77.78339,16.130928
153376_41,21.568865,44.77678
153376_42,36.963303,33.195393
153376_43,77.4753,17.680416
153376_44,81.03027,29.857891
153376_47,83.522545,11.268858
153376_48,67.45046,65.75822
153376_49,40.16972,46.42694
153376_50,28.648985,31.23433
153376_51,26.12441,36.885082
153376_52,60.21618,36.12755
153376_53,58.068195,54.863113
153376_54,72.960686,15.743591
153376_55,70.65304,41.76958
153376_56,83.77762,39.37339
153376_57,24.333622,22.948412
153376_60,39.340023,43.23364
153376_61,60.751667,4.6342516
153376_62,64.84298,49.32201
153376_63,27.79611,25.557629
153376_64,53.51654,58.421818
153376_65,79.62399,16.838964
153376_66,19.822775,31.636295
153376_67,63.924023,7.288439
153376_68,27.052025,21.880585
153376_69,46.73008,56.0545
153376_70,21.170517,57.668682
153376_71,31.160822,58.513153
153376_72,72.871574,17.228264
153376_73,80.90218,21.196856
153376_75,75.852844,21.403812
153376_76,80.2944,31.173716
153376_77,41.22194,31.315823
153376_78,73.11671,9.819439
153376_79,80.55207,21.456474
153376_80,17.13759,31.153341
153376_81,62.07105,4.923745
153376_82,59.43747,13.120411
153376_83,78.71098,26.872149
153376_84,16.25926,57.25871
153376_85,23.20457,7.6833215
153376_86,53.661514,44.8453
153376_87,65.462006,57.86046
153376_88,75.2903,29.310421
153376_89,56.11587,47.808617
153377_1,58.521008,37.320354
153377_2,60.190186,57.448368
153377_3,54.73177,3.730877
153377_7,84.2655,48.09805
153377_8,72.4342,28.41004
153377_9,13.163111,52.216343
153377_10,42.061386,53.80382
153377_11,38.072254,33.324814
153377_12,45.0927,37.00219
153377_13,41.032173,30.333282
153377_14,39.861652,54.457603
153377_15,26.668417,51.404484
153377_16,64.02994,45.289055
153377_17,73.35681,32.400215
153377_18,21.10453,58.21026
153377_19,20.843576,15.749789
153377_20,36.83495,22.359898
153377_21,23.54194,21.762783
153377_22,73.22569,14.581438
153377_23,45.871525,29.571712
153377_24,80.62429,39.48005
153377_25,56.310387,13.646173
153377_26,55.361168,37.929447
153377_27,62.445293,22.315533
153377_28,45.589554,30.586767
153377_29,81.2989,50.95318
153377_30,17.357368,47.889313
153377_31,61.849136,26.575462
153377_32,70.19943,30.020605
153377_33,15.554724,17.330713
153377_34,81.971886,50.798973
153377_35,71.371765,31.085968
153377_36,38.464626,39.4703
153377_37,81.62863,27.59197
153377_38,60.464363,52.36428
153377_39,19.719275,22.120901
153377_40,18.835348,48.67988
153377_41,15.854361,19.692904
153377_42,49.748516,4.250539
153377_43,45.5926,55.106377
153377_44,89.883415,52.216553
153377_45,76.672775,6.5670815
153377_46,20.402615,29.953094
153377_47,40.811283,33.11007
153377_48,26.743635,56.487286
153377_49,46.811966,45.53687
153377_50,36.78798,41.136906
153377_51,52.154236,19.008347
153377_52,44.19896,8.555218
153377_53,40.910378,47.35915
153377_54,51.335007,41.213093
153377_55,53.00362,22.442242
153377_56,75.80647,11.353675
153377_58,38.837547,53.288235
153377_59,42.58378,11.549181
153377_60,67.85472,49.37384
153377_63,64.27826,53.715435
153377_64,78.248085,13.712538
153377_65,61.581734,6.8407154
153377_66,70.82311,53.11456
153377_67,77.599724,30.146267
153377_68,32.960827,13.75659
153377_69,55.109833,15.677552
153377_70,79.95454,21.368296
153377_72,14.0389805,15.772826
153377_73,71.38864,31.85143
153377_74,61.407055,45.35107
153378_1,54.19213,10.721711
153378_2,23.994028,49.854797
153378_3,62.681545,7.5851307
153378_4,38.646362,19.384655
153378_5,79.32082,6.0640774
153378_6,66.90518,41.05192
153378_8,46.53674,33.944363
153378_9,61.04734,19.669937
153378_11,50.508633,62.90948
153378_12,31.52366,31.41434
153378_13,12.278158,35.026855
153378_14,84.33402,9.111447
153378_15,54.902077,39.92706
153378_16,36.325497,53.32679
153378_17,76.87311,14.598582
153378_18,71.28297,26.245203
153378_19,77.40684,53.44054
153378_20,89.1679,35.959095
153378_21,20.976383,10.028848
153378_22,46.75272,12.822847
153378_23,76.52019,26.37221
153378_24,69.34979,38.98855
153378_25,27.438675,9.317181
153378_26,55.288532,9.3595
153378_27,71.74337,4.7136726
153378_28,76.52705,11.513455
153378_29,94.353836,10.043621
153378_30,50.485928,50.539474
153378_31,32.5958,9.007442
153378_32,21.17401,21.49718
153378_33,62.693745,37.21348
153378_34,53.08869,44.502247
153378_35,32.324123,17.096182
153378_36,40.164474,3.3310654
153378_37,57.606777,12.432394
153378_38,52.697983,11.542998
153378_39,25.490192,48.970863
153378_40,85.150566,46.695477
153378_41,63.057392,16.765524
153378_42,59.716137,56.254578
153378_43,76.12003,47.45297
153378_44,31.231543,55.784782
153378_45,62.56487,35.643074
153378_46,77.72055,25.820576
153378_47,26.54142,27.9723
153378_48,50.980602,8.525749
153378_49,14.583084,49.717846
153378_50,49.00626,47.408974
153378_51,38.690956,48.982403
153378_52,78.40999,38.594215
153378_53,52.609955,48.06148
153378_55,62.712757,24.370222
153378_56,69.01237,15.755788
153378_58,25.14603,14.63781
153378_59,82.03583,63.99467
153378_60,15.68177,8.156699
153378_61,33.30487,40.363976
153378_62,78.15024,16.482965
153378_64,36.231693,16.606503
153378_65,32.450436,59.822853
153378_66,54.889717,49.860867
153378_67,69.12128,10.358579
153378_69,17.119526,24.330082
153378_70,72.5033,53.5078
153378_71,68.54697,45.104813
153378_72,59.123653,12.758543
153378_73,38.911266,62.820564
153378_74,46.770985,52.211864
153378_75,63.725723,28.54332
153378_76,78.65455,25.766935
153378_77,91.07126,48.689457
153378_78,69.32289,15.078823
153378_79,70.0402,5.1473923
153378_80,58.45972,38.919003
153378_81,76.05998,14.492453
153378_82,27.571207,26.617672
153378_83,43.433105,21.296658
153378_84,78.64188,12.996675
153378_85,58.90621,10.829585
153378_86,40.222675,21.419193
153378_87,28.974695,44.706894
153378_88,19.610703,19.254416
153378_89,31.860579,15.2486925
153378_90,32.12681,53.559147
153378_91,26.405241,16.596516
153378_92,36.722492,46.918003
153378_93,60.20994,22.883669
153379_1,33.358257,5.8012934
153379_2,28.341412,23.696243
153379_3,19.89979,21.348616
153379_4,17.963758,16.185791
153379_5,8.210034,18.20257
153379_6,27.391518,36.829845
153379_7,87.7047,33.556225
153379_9,25.934803,18.023853
153379_11,25.897764,45.04463
153379_12,69.68418,48.57073
153379_13,56.00747,25.611502
153379_15,65.361916,52.945957
153379_16,20.548326,41.198753
153379_17,39.451744,55.804134
153379_18,62.012676,43.32489
153379_19,39.338882,30.688358
153379_20,22.122667,37.812683
153379_21,71.7324,54.623158
153379_22,40.321198,46.216774
153379_23,46.123817,52.763885
153379_24,52.679993,11.840025
153379_25,22.453377,52.03065
153379_26,34.912094,20.762585
153379_27,36.702156,41.28798
153379_29,23.783302,15.330275
153379_30,47.440853,41.19019
153379_31,28.137285,17.550941
153379_32,49.43464,33.63905
153379_33,36.206944,50.97332
153379_34,20.113197,17.494276
153379_35,67.53512,21.292877
153379_36,30.216257,20.365938
153379_37,32.36501,28.676065
153379_38,4.4858804,29.529408
153379_39,50.721268,16.062239
153379_40,60.22216,41.400234
153379_41,35.815464,27.177658
153379_42,34.29448,25.698639
153379_43,31.740593,27.149578
153379_44,29.695482,23.830238
153379_45,42.988773,13.555178
153379_46,26.369055,50.73543
153379_47,44.818233,18.843973
153379_48,7.5757837,25.253206
153379_49,20.603659,21.33771
153379_50,16.857157,33.301346
153379_51,34.4536,29.943388
153379_52,66.47823,47.00203
153379_54,18.407194,30.092402
153379_55,20.815939,30.256552
153379_56,12.143672,32.157547
153379_57,76.035934,41.063206
153379_58,38.55221,15.613896
153379_59,21.862036,20.717718
153379_60,32.584496,58.694542
153379_61,54.985657,8.014323
153379_62,39.37379,22.011667
153379_63,80.932594,41.517036
153379_64,48.50116,11.91776
153379_65,49.145657,44.435524
153379_66,69.528694,15.664316
153379_67,76.81016,43.231277
153379_68,64.40291,19.465162
153379_69,47.617218,17.286959
153379_70,55.342587,49.29751
153379_71,80.64821,48.182476
153379_72,36.257736,41.689373
153379_73,43.925617,4.4936814
153379_74,24.891205,53.345295
153379_75,73.58559,25.292288
153379_76,55.67319,41.256207
153379_77,74.63547,29.180313
153379_78,66.1971,57.962734
153379_79,59.439175,42.30728
153379_80,47.752945,42.521816
153379_81,41.562065,42.988754
153379_82,59.713207,17.871544
153379_84,61.362583,15.750727
153379_87,52.314857,54.529198
153379_88,79.05783,36.538277
153379_89,82.3966,19.691164
153379_90,35.660137,15.081462
153379_91,56.557026,50.947712
153379_92,72.99343,42.020298
153379_93,87.877594,49.36966
153379_94,76.05399,56.338253
153379_96,28.493853,26.12649
153379_97,55.355522,37.45293
153379_98,51.22025,53.036015
153379_100,68.29131,38.963745
153380_1,48.731266,9.531954
153380_2,53.66433,57.72182
153380_3,16.94226,53.10248
153380_4,58.949623,52.062714
153380_5,41.10631,35.47588
153380_6,70.35682,64.085526
153380_8,55.647312,21.422472
153380_9,84.85729,20.564877
153380_10,26.52511,20.62079
153380_11,45.369442,50.24254
153380_12,63.338985,35.833855
153380_13,52.36548,52.007256
153380_15,17.024609,36.504627
153380_16,56.944714,51.75093
153380_17,71.2167,49.432526
153380_18,78.54469,47.69471
153380_20,94.05144,1.5996817
153380_21,18.2713,28.854391
153380_22,58.430016,9.662529
153380_23,74.73288,10.921494
153380_24,59.838726,58.54858
153380_25,71.85909,54.154503
153380_26,11.140643,19.62385
153380_27,41.292774,55.30485
153380_28,62.227192,5.7521334
153380_29,9.306912,29.854864
153380_30,73.174835,11.822117
153380_31,30.018673,41.131992
153380_32,56.156578,49.97297
153380_33,30.415781,24.002316
153380_34,41.55388,27.504316
153380_35,85.3026,59.70341
153380_36,22.332258,22.064896
153380_37,71.27157,10.29154
153380_38,78.06124,6.4129515
153380_39,77.69259,4.0390778
153380_40,15.782282,19.711393
153380_41,44.09697,49.157368
153380_42,72.96823,18.487514
153380_44,66.078186,47.832306
153380_45,48.898373,20.848011
153380_46,81.03452,50.028805
153380_47,80.32608,13.162766
153380_48,93.30259,12.371303
153380_49,47.729015,41.980804
153380_50,82.34355,35.701782
153380_52,65.24962,52.376648
153380_53,16.842001,32.248108
153380_54,62.234596,25.618607
153380_55,78.388504,35.74788
153380_57,34.850876,24.383389
153380_58,60.598377,43.872677
153380_59,49.724632,57.05027
153380_61,69.27094,54.576363
153380_62,59.591698,50.23048
153380_63,33.149475,8.122558
153380_64,53.64519,6.6826763
153380_65,57.53017,13.651651
153380_66,41.753586,47.67772
153380_67,84.69694,50.981216
153380_68,49.259987,6.1230726
153380_69,62.628597,45.736538
153380_70,38.964027,43.69073
153380_71,49.02012,48.666897
153380_72,62.227554,45.349094
153380_74,82.485016,22.339705
153380_75,51.144535,46.923885
153380_76,61.276527,50.882214
153380_77,46.1386,23.683527
153380_78,44.67139,46.100643
153380_79,23.028524,14.48078
153380_80,44.938633,28.022804
153380_81,66.248055,42.731373
153380_82,77.70194,26.705677
153380_83,49.89786,34.540344
153380_84,56.736526,17.622803
153380_85,51.017025,7.4863887
153380_86,67.57092,37.053963
153380_87,54.934376,23.562752
153380_88,36.874363,28.142271
153380_89,80.263275,31.461014
153380_90,81.156,20.634943
153380_91,64.223915,42.836952
153380_92,26.740017,45.807224
153380_93,26.786934,30.466599
153380_94,50.191025,54.439335
153380_95,79.67235,15.658693
153380_96,55.4543,49.073444
153380_97,55.304104,9.896726
153380_98,84.14662,29.977797
153380_99,35.97506,40.253197
153380_100,45.596123,63.814384
153380_101,41.143208,24.823112
153380_102,64.257774,37.60353
153380_103,46.427567,65.46811
153380_104,47.76094,60.600216
153380_105,70.69396,21.132763
153380_106,64.30391,54.12025
153380_107,56.051315,22.381008
153381_1,50.898743,10.359869
153381_2,62.56028,45.87562
153381_3,60.48822,47.591408
153381_4,30.432266,26.637653
153381_5,72.00958,21.73893
153381_6,71.479126,45.182148
153381_7,52.74024,27.303648
153381_8,18.630262,31.59088
153381_10,18.175741,28.998814
153381_11,49.441933,63.10765
153381_12,27.528496,28.490538
153381_13,73.90575,59.19151
153381_14,80.0604,54.77948
153381_16,58.51152,41.67505
153381_17,38.276066,17.197783
153381_18,64.65874,49.451275
153381_21,42.31832,50.701836
153381_22,19.167269,22.579796
153381_23,33.18112,56.15789
153381_24,37.7171,52.592594
153381_25,88.993065,11.503911
153381_26,66.094826,22.916426
153381_27,22.007965,23.038675
153381_28,75.57695,19.828382
153381_29,65.3167,36.050537
153381_30,73.0389,9.33688
153381_31,49.369186,33.745586
153381_32,24.659597,15.834882
153381_33,44.667927,48.66945
153381_34,28.536638,24.69585
153381_35,70.04369,10.667505
153381_36,81.71535,37.314316
153381_37,76.8793,44.603054
153381_39,62.650635,21.103071
153381_41,66.60737,54.262177
153381_42,60.56535,24.963408
153381_43,61.512337,20.417704
153381_44,72.628784,30.308704
153381_45,31.709654,12.738167
153381_46,39.622494,56.586742
153381_47,44.155014,5.3329196
153381_48,38.829235,20.585844
153381_49,75.673065,34.191696
153381_50,14.222169,16.690609
153381_51,71.22825,22.118778
153381_52,63.85672,16.684023
153381_55,45.988342,30.275614
153381_57,75.04554,48.43948
153381_58,26.153074,35.23334
153381_59,81.111275,15.497093
153381_60,52.327095,56.152843
153381_61,55.750282,57.710026
153381_62,81.42156,46.376003
153381_63,82.80268,37.85898
153381_64,50.17562,22.737324
153381_65,31.498968,52.65031
153381_66,57.723484,28.826065
153381_67,63.99379,49.11996
153381_68,76.978905,63.128613
153381_70,64.31886,14.592638
153381_71,80.17599,50.03936
153381_72,22.67114,37.275524
153381_73,50.84883,49.270893
153381_74,72.02627,57.273804
153381_75,63.943733,42.965263
153381_76,75.848656,25.444656
153381_79,46.41856,33.735165
153381_80,81.939224,46.52467
153381_82,78.464554,20.037546
153381_83,68.23406,11.64258
153381_84,63.930584,22.915117
153381_85,65.14698,45.90988
153381_88,69.15789,13.099838
153381_89,81.21002,39.6973
153381_90,43.4989,6.2188616
153381_92,36.340687,46.598717
153381_93,85.740265,23.000961
153381_94,73.43747,31.592567
153381_95,73.28493,25.952133
153381_96,59.472263,46.120285
153382_1,50.443886,51.34706
153382_2,28.378061,44.876293
153382_3,51.111763,21.30907
153382_4,58.163876,38.428093
153382_5,73.105385,11.155194
153382_6,83.78945,6.1033278
153382_7,82.217926,61.429325
153382_8,55.262783,41.356644
153382_10,72.73369,59.864944
153382_11,8.882412,21.757875
153382_12,20.43827,14.974974
153382_13,50.318535,37.255173
153382_14,62.473362,60.957783
153382_15,26.76399,16.40279
153382_16,26.589441,21.72466
153382_17,85.29876,47.89725
153382_18,49.420555,50.320534
153382_19,59.94298,54.316483
153382_20,66.42185,50.129974
153382_22,65.937195,54.679523
153382_23,62.88083,17.018179
153382_24,61.890274,50.29137
153382_25,19.223906,53.825043
153382_26,41.621567,49.418465
153382_27,10.197298,40.114517
153382_28,61.167618,47.162285
153382_29,69.7944,48.97363
153382_30,71.511246,50.195446
153382_31,76.10782,44.822845
153382_32,50.896946,33.043438
153382_34,79.85665,25.999147
153382_35,63.803368,52.796013
153382_36,69.52078,43.675194
153382_37,53.079945,16.904911
153382_38,50.951622,14.352307
153382_39,21.271975,27.54309
153382_40,51.060665,56.269707
153382_41,90.71681,24.409227
153382_42,88.23199,18.93995
153382_43,41.181484,43.359997
153382_44,53.670864,38.322834
153382_45,60.143772,13.771079
153382_47,74.80983,57.758015
153382_49,24.407274,19.442303
153382_50,12.214519,39.936443
153382_51,33.015686,40.760815
153382_52,64.4258,28.820995
153382_53,14.939942,28.911028
153382_54,78.33269,40.499493
153382_55,59.260643,24.777311
153382_56,10.628511,26.389688
153382_57,52.258255,13.879255
153382_58,59.43391,9.281181
153382_59,31.32156,28.720304
153382_63,46.65942,49.93319
153382_64,95.32516,57.860764
153382_65,12.008774,49.17719
153382_66,63.522186,50.38546
153382_67,78.691345,10.274851
153382_68,49.923725,16.037792
153382_70,79.03181,3.0996222
153382_71,83.15669,56.53352
153382_72,37.231995,9.386838
153382_73,71.05515,55.06578
153382_75,34.300743,14.774542
153382_76,44.038807,42.37578
153382_77,13.296054,55.41841
153382_78,71.206795,40.972862
153382_80,17.312405,21.46171
153382_81,76.25466,28.829643
153382_82,87.17595,23.092365
153382_83,81.35296,18.160881
153382_84,87.039566,27.558125
153382_85,50.917213,43.20565
153382_87,81.618576,27.184877
153382_88,45.36658,52.47977
153382_89,12.406372,36.69237
153383_1,86.15385,52.390015
153383_2,22.27101,50.272236
153383_4,36.79467,18.608564
153383_5,53.726074,13.376911
153383_6,77.20484,4.320516
153383_7,80.123276,14.004607
153383_8,29.0954,46.79501
153383_9,78.41966,23.27199
153383_10,77.14755,52.500748
153383_11,56.11215,53.976566
153383_13,20.079638,21.522718
153383_14,36.29492,17.553972
153383_15,84.006516,14.008362
153383_16,59.72424,9.108085
153383_17,43.52377,42.47264
153383_18,51.24458,55.656933
153383_19,74.07132,51.461933
153383_20,49.348682,10.18893
153383_21,46.843082,26.9844
153383_22,46.234886,50.321484
153383_23,70.30351,27.637514
153383_24,66.23203,55.231773
153383_25,65.19653,53.86851
153383_26,25.168467,24.765903
153383_27,66.681656,44.028385
153383_28,53.44846,14.638936
153383_29,74.25264,22.604424
153383_30,48.82431,44.5884
153383_31,41.715733,53.82319
153383_32,23.311035,37.77088
153383_34,53.941143,13.157087
153383_35,72.17672,36.606762
153383_36,86.5397,15.520506
153383_37,22.050007,33.028214
153383_38,66.65133,5.597576
153383_39,55.829758,59.06473
153383_40,57.082703,6.167466
153383_41,12.997458,22.675179
153383_42,33.708176,53.76838
153383_43,13.246824,18.613739
153383_44,71.84841,66.73015
153383_45,65.662,42.975502
153383_46,20.79538,32.985435
153383_47,91.692566,39.828106
153383_48,70.93737,42.541
153383_49,68.37703,10.372025
153383_50,39.222385,57.173443
153383_51,41.89713,53.48558
153383_53,70.82315,22.31543
153383_54,25.484816,15.265179
153383_55,21.259296,46.762062
153383_56,83.83907,18.436943
153383_57,64.51042,25.339132
153383_58,37.08115,50.817535
153383_59,56.318817,46.002842
153383_60,59.248528,7.218038
153383_62,75.59636,41.842453
153383_64,74.93206,51.287086
153383_65,32.821106,40.44787
153383_66,54.20764,2.357892
153383_67,62.665485,52.256783
153383_68,61.6643,19.67953
153383_69,36.05546,19.986515
153383_70,37.92263,18.872185
153383_71,65.69489,47.344925
153383_73,12.014653,48.238724
153383_74,48.823814,61.521572
153383_75,38.585587,31.894585
153383_76,52.606606,52.02334
153383_77,39.018764,47.839783
153383_78,72.150826,45.01623
153383_79,72.52885,43.864388
153383_80,84.01768,34.43415
153383_81,15.469683,31.355553
153383_82,51.825928,14.447292
153383_83,64.1409,44.466595
153383_84,56.713207,54.593098
153383_86,40.72161,48.674633
153384_1,48.97527,55.204185
153384_2,21.312717,47.094566
153384_3,33.0237,7.617578
153384_4,28.2191,44.249058
153384_5,60.00056,9.579464
153384_6,59.235962,53.87701
153384_7,50.30285,12.704668
153384_9,60.1678,21.903097
153384_10,44.961407,33.73003
153384_11,45.465267,8.883607
153384_12,80.31732,53.862335
153384_15,56.442764,47.9802
153384_16,46.83705,19.246765
153384_17,32.183796,50.0217
153384_18,51.12162,25.67944
153384_19,69.90895,26.075176
153384_20,78.041855,12.717146
153384_21,46.238144,31.875763
153384_23,37.721153,24.363956
153384_24,42.945465,50.912533
153384_25,44.81177,49.97961
153384_27,48.541634,46.07325
153384_28,59.742016,54.857162
153384_29,86.46802,5.4705753
153384_30,54.103832,54.414215
153384_32,61.800205,29.532988
153384_33,47.797886,56.097645
153384_34,80.62945,32.144363
153384_35,34.080235,15.828649
153384_36,73.60839,21.350718
153384_37,30.987444,37.0834
153384_38,27.891382,37.300518
153384_39,52.04957,65.308975
153384_40,27.498444,15.0072
153384_43,63.776844,9.570584
153384_44,39.666393,33.441833
153384_45,17.211342,24.764973
153384_46,68.78329,53.82363
153384_48,84.81391,54.738884
153384_49,7.313509,16.136541
153384_50,31.869635,45.77401
153384_51,80.4003,19.36527
153384_52,30.336576,47.74193
153384_53,52.38746,15.853145
153384_54,81.22966,24.668491
153384_55,68.13541,3.0683384
153384_58,75.40371,44.827988
153384_60,45.077175,7.4232473
153384_61,62.036407,26.053276
153384_62,42.030117,29.659771
153384_63,57.394035,23.954664
153384_65,31.645136,0.11044741
153384_66,29.94781,23.653372
153384_69,88.98988,7.484508
153384_70,32.514103,6.7414217
153384_71,32.354053,8.59404
153384_73,18.025099,45.896286
153384_74,22.050762,50.574154
153384_75,68.69691,21.495567
153384_76,19.612011,33.804134
153384_77,94.44967,13.631511
153384_80,34.797752,21.448505
153384_81,64.98945,19.3597
153384_82,69.24029,10.92916
153384_85,69.613014,44.67105
153384_86,68.305725,16.154392
153384_87,54.127663,56.513397
153384_88,40.141613,26.099298
153384_89,78.947365,24.204565
153384_90,55.322502,9.482097
153384_91,39.848732,49.004967
153384_93,23.412214,26.209137
153384_94,47.663822,38.61114
153384_95,72.88446,28.352636
153384_96,70.46182,23.11412
153384_97,20.242317,15.604435
153384_98,50.27595,55.088913
153384_99,27.892593,20.986713
153384_100,81.33405,40.86894
153384_101,16.462013,36.891685
153384_103,35.135418,39.069466
153384_104,60.877743,43.86458
153384_105,56.11072,27.745403
153384_106,41.52817,48.50619
153384_107,53.336403,34.390522
153384_108,78.6579,10.352286
153384_109,68.620415,44.038734
153384_110,56.828396,50.521027
153384_111,72.79283,59.35805
153384_113,33.34958,33.918224
153384_114,77.68905,37.414528
153384_116,79.194466,34.029613
153384_117,67.52601,45.119244
153384_119,82.24234,45.46833
153385_1,66.29579,53.029995
153385_2,32.339653,21.597082
153385_3,42.243435,60.569386
153385_4,14.4728565,50.376938
153385_5,61.667175,7.3487043
153385_6,35.389923,49.635994
153385_7,54.024036,60.282402
153385_8,59.743587,24.498682
153385_9,63.72712,56.807606
153385_10,80.43715,52.92604
153385_11,63.93029,45.61891
153385_12,36.16048,32.152786
153385_13,32.899883,39.756275
153385_16,33.87355,28.480286
153385_17,55.887844,50.957092
153385_18,35.132298,33.728252
153385_19,27.540438,62.0036
153385_20,27.909193,33.148384
153385_21,40.568317,44.752365
153385_22,65.577065,40.86008
153385_23,68.60169,50.936554
153385_24,35.08492,42.312706
153385_25,34.152184,41.0099
153385_26,46.31395,21.39598
153385_28,55.130474,45.353035
153385_30,13.721468,47.54242
153385_31,58.629738,6.609333
153385_34,54.392803,7.1712103
153385_35,20.996367,34.811947
153385_36,70.825294,53.90009
153385_38,72.307816,18.676102
153385_39,66.76497,46.11356
153385_40,77.67684,41.52401
153385_41,60.31526,6.4248066
153385_42,29.090343,46.012775
153385_43,28.748026,54.225178
153385_44,17.876337,11.7337885
153385_45,74.169075,50.30548
153385_47,69.32391,46.274323
153385_48,24.222315,37.47232
153385_49,10.260791,32.247307
153385_50,36.41823,13.575483
153385_51,60.121925,55.659325
153385_52,82.6393,22.761803
153385_53,71.340065,44.443604
153385_54,46.045895,42.876987
153385_55,61.42374,9.476621
153385_58,45.768803,52.761513
153385_59,77.04399,24.391506
153385_60,86.576706,15.843962
153385_61,42.676556,35.325096
153385_63,52.46054,45.844097
153385_64,48.17233,21.629227
153385_65,41.012432,23.726112
153385_66,95.33572,14.453823
153385_67,54.405846,18.509272
153385_68,80.86875,26.971312
153385_69,60.400043,61.052673
153385_70,16.308338,31.656816
153385_72,62.255867,47.966793
153385_74,58.904423,10.722686
153385_75,34.13578,19.927225
153385_76,69.45382,16.381248
