선행품목,후행품목,선행품목hs4,후행품목hs4,최적지연기간,피어슨상관계수,피어슨p값
DBWLZWNK,FDXPMYGF,5602,7907,8,0.6095287120314059,0.0001300352266420216
DBWLZWNK,FRHNWLNI,5602,2846,5,0.4584791280543186,0.0043192828019774174
DBWLZWNK,FWUCPMMW,5602,2701,4,0.4452620997247754,0.005089937430526502
DBWLZWNK,GYHKIVQT,5602,8505,2,0.4258215797357926,0.006153335383089315
DBWLZWNK,HXYSSRXE,5602,2836,9,0.5833886715668472,0.0003660582313599645
DBWLZWNK,IGDVVKUD,5602,3824,4,0.46491058961662796,0.003273233235628533
DBWLZWNK,JBVHSUWY,5602,1210,4,0.40368381415509735,0.011959717242828283
DBWLZWNK,JPBRUTWP,5602,3904,2,0.4196946359320301,0.007018721219436477
DBWLZWNK,KEUWZRKO,5602,8102,12,0.48774661899478333,0.006255050765337722
DBWLZWNK,LLHREMKS,5602,2807,9,0.450525624678035,0.008511699818349686
DBWLZWNK,LRVGFDFM,5602,3102,10,0.4725959900576263,0.006307817831425213
DBWLZWNK,OGAFEHLU,5602,7202,12,0.6044119543456018,0.0004041679974875604
DBWLZWNK,QRKRBYJL,5602,2841,9,0.5291478174194185,0.0015442151408653795
DBWLZWNK,QVLMOEYE,5602,4202,2,0.6115944267203701,2.7565524863470443e-05
DBWLZWNK,RAWUKQMJ,5602,2916,7,0.4249742851181987,0.010934161464450549
DBWLZWNK,RCBZUSIM,5602,2805,3,0.612571830014512,3.399609021200525e-05
DBWLZWNK,SUOYXCHP,5602,2805,10,0.5719498841448972,0.0006263298954551743
DBWLZWNK,UXSPKBJR,5602,3206,2,0.42972094386058046,0.005651965325219483
DBWLZWNK,VBYCLTYZ,5602,8505,1,0.49315715749834355,0.0010526420297319904
DBWLZWNK,WBLJNPZQ,5602,5309,8,0.5015584440666134,0.002511423767353494
DBWLZWNK,WHPUAOID,5602,5512,5,0.4405470946111359,0.00635462867363055
DBWLZWNK,WQMVCOEM,5602,2805,9,0.4182452379031677,0.015426905998707833
DBWLZWNK,XUOIQPFL,5602,5205,10,0.4888506057929456,0.004524362053172004
DBWLZWNK,ZCELVYQU,5602,8461,12,0.4595905335298742,0.010616506835018885
DDEXPPXU,DEWLVASR,2807,3038,2,0.4055315126450752,0.009429343640890214
DDEXPPXU,FWUCPMMW,2807,2701,12,0.4840020126519933,0.006727953407302017
DDEXPPXU,GKQIJYDH,2807,8501,7,0.5689403331306246,0.00036198207864664
DDEXPPXU,KJNSOAHR,2807,8479,5,0.4087907111138387,0.012002497193278013
DDEXPPXU,LLHREMKS,2807,2807,10,0.4048908299545035,0.021521118032906097
DDEXPPXU,NZKBIBNU,2807,5609,2,0.4240397961521575,0.006394935482349922
DDEXPPXU,ZXERAXWP,2807,4802,9,0.41646027944605357,0.015917327669353467
DEWLVASR,AANGBULD,3038,4810,8,0.4288584751493004,0.011382119040672507
DEWLVASR,ELQGMQWE,3038,2002,8,0.6144396525210811,0.00011072575598650888
DEWLVASR,FITUEHWN,3038,8714,10,0.4751149840831076,0.005997379231838374
DEWLVASR,FQCLOEXA,3038,8102,11,0.4455994819638019,0.011997037953590119
DEWLVASR,FRHNWLNI,3038,2846,12,0.448148537087466,0.013005600960171457
DEWLVASR,KJNSOAHR,3038,8479,4,0.5549751657714838,0.0002989739902964458
DEWLVASR,LPHPPJUG,3038,3824,11,0.46510700198943367,0.00837860534942711
DEWLVASR,OJIFIHMZ,3038,3815,8,0.43552885074094183,0.010037918675344887
DEWLVASR,QKXNTIIB,3038,8501,7,0.4358199110885154,0.008870866030442294
DEWLVASR,VUAFAIYJ,3038,6101,11,0.4046911142918923,0.02393201882957891
DEWLVASR,WPQXWHYO,3038,2811,1,0.4553013625838255,0.0027793787511825063
DEWLVASR,XIIEJNEE,3038,3815,10,0.5938647545301184,0.00033938449186720834
DEWLVASR,ZCELVYQU,3038,8461,1,0.4652339744522195,0.0021771547100745046
DEWLVASR,ZGJXVMNI,3038,3006,2,0.402800014327334,0.009967858498442849
DEWLVASR,ZKENOUDA,3038,2805,4,0.6270818947248693,2.5215343312103096e-05
DEWLVASR,ZXERAXWP,3038,4802,6,0.6304176937259927,3.773943976882792e-05
DJBLNPNC,AXULOHBQ,2805,5515,11,0.4876302203751523,0.005393013360133001
DJBLNPNC,BLANHGYY,2805,9022,2,0.7575713911545813,1.522206815502764e-08
DJBLNPNC,BSRMSVTC,2805,2805,5,0.7664083133422213,3.2102356316444765e-08
DJBLNPNC,FDXPMYGF,2805,7907,3,0.8294185963785083,6.83502088260869e-11
DJBLNPNC,FITUEHWN,2805,8714,7,0.7380805254687953,4.191486461136913e-07
DJBLNPNC,HCDTGMST,2805,6006,7,0.7444435301998815,2.9440260248126205e-07
DJBLNPNC,JERHKLYW,2805,4601,9,0.5409274318098787,0.0011528913827408107
DJBLNPNC,JPBRUTWP,2805,3904,9,0.6278484423860227,9.176857584447993e-05
DJBLNPNC,KEUWZRKO,2805,8102,8,0.5454714885189086,0.0008488294345804881
DJBLNPNC,LSOIUSXD,2805,5111,9,0.5835397425130472,0.0003644638996112482
DJBLNPNC,LUENUFGA,2805,2833,9,0.5073746414022395,0.0025802089599681792
DJBLNPNC,MBSBZBXA,2805,2846,4,0.43310778804122524,0.006605140090261411
DJBLNPNC,OGAFEHLU,2805,7202,8,0.7662325367525223,1.277435564257041e-07
DJBLNPNC,PYZMVUWD,2805,3824,8,0.4531518311932503,0.007116367685960762
DJBLNPNC,STZDBITS,2805,3815,10,0.49762120249371355,0.003756346673981822
DJBLNPNC,SUOYXCHP,2805,2805,5,0.5545034989667516,0.0003690784640468848
DJBLNPNC,TGOELCAG,2805,7207,7,0.5931365908460806,0.00017328851027330843
DJBLNPNC,UGEQLMXM,2805,8714,10,0.4011072343249142,0.02289287015728054
DJBLNPNC,UIFPPCLR,2805,8102,10,0.4445637589703434,0.01079549053321601
DJBLNPNC,UQYUIVVR,2805,8501,3,0.5605128407694635,0.00020633097877480162
DJBLNPNC,UXSPKBJR,2805,3206,2,0.40132573521466164,0.010269282787220741
DJBLNPNC,VMAQSTJE,2805,8527,7,0.6718832090857207,9.895954961197754e-06
DJBLNPNC,VWMBASNE,2805,2811,12,0.7307971497753446,4.522489663187747e-06
DJBLNPNC,WBLJNPZQ,2805,5309,4,0.4560132183471153,0.004010318252007697
DJBLNPNC,WHPUAOID,2805,5512,1,0.5330022381500944,0.0003334393692420301
DJBLNPNC,WQMVCOEM,2805,2805,4,0.5476309049325131,0.0003728814345402268
DJBLNPNC,XIFHSOWQ,2805,8708,10,0.6952522525862452,1.0039798246281932e-05
DNMPSKTB,APQGTRMF,2811,8105,1,0.42765175438014646,0.00528729629245023
DNMPSKTB,ATLDMDBO,2811,2814,3,0.6607662057632936,4.6925702583651805e-06
DNMPSKTB,AXULOHBQ,2811,5515,8,0.6091279815864149,0.00013173670171025989
DNMPSKTB,BEZYMBBT,2811,3207,12,0.49376060743714906,0.005554736721741253
DNMPSKTB,BJALXPFS,2811,2847,9,0.4498705411915761,0.00861986919010049
DNMPSKTB,BLANHGYY,2811,9022,6,0.4775556627201848,0.0032257815892533384
DNMPSKTB,BSRMSVTC,2811,2805,12,0.48152058141113213,0.007057773879978985
DNMPSKTB,BTMOEMEP,2811,3102,4,0.4234101891533364,0.008078420680484796
DNMPSKTB,DBWLZWNK,2811,5602,1,0.41917483685162066,0.006373560499409936
DNMPSKTB,DJBLNPNC,2811,2805,7,0.41357249697011905,0.013527890605195736
DNMPSKTB,DUCMGGNW,2811,3806,11,0.4084386788658175,0.022539269109043615
DNMPSKTB,FDXPMYGF,2811,7907,10,0.5876322568756384,0.0004057925108142186
DNMPSKTB,GYHKIVQT,2811,8505,6,0.7155215466846223,9.356239063952734e-07
DNMPSKTB,HXYSSRXE,2811,2836,11,0.5392444139914345,0.0017461653671113687
DNMPSKTB,IGDVVKUD,2811,3824,6,0.49232282171596237,0.0022877574818552086
DNMPSKTB,JPBRUTWP,2811,3904,2,0.6260744667147898,1.5546498824016923e-05
DNMPSKTB,LRVGFDFM,2811,3102,1,0.574027095946962,8.707974758695173e-05
DNMPSKTB,LSOIUSXD,2811,5111,6,0.47920340401338907,0.003106755870411056
DNMPSKTB,MIRCVAMV,2811,4408,10,0.4263330306677513,0.014968203530337386
DNMPSKTB,OGAFEHLU,2811,7202,2,0.6906813610502235,8.120615718623667e-07
DNMPSKTB,OKMBFVKS,2811,5705,4,0.6948429730657644,1.2975362458408828e-06
DNMPSKTB,OXKURKXR,2811,5402,1,0.4548091324300335,0.0028126945201967647
DNMPSKTB,QJQJSWFU,2811,3307,6,0.4288876699932562,0.009054090858398416
DNMPSKTB,QRKRBYJL,2811,2841,4,0.7292598032823516,2.0690075249138028e-07
DNMPSKTB,QVLMOEYE,2811,4202,4,0.732549238764093,1.7111097725597066e-07
DNMPSKTB,RAWUKQMJ,2811,2916,4,0.5248240164050341,0.0007175479877002213
DNMPSKTB,RCBZUSIM,2811,2805,2,0.46151954297315384,0.002721357851356012
DNMPSKTB,SDWAYPIK,2811,7207,4,0.6987940082074795,1.0646845855091897e-06
DNMPSKTB,UGEQLMXM,2811,8714,2,0.6265748354308545,1.5233961964043154e-05
DNMPSKTB,UIFPPCLR,2811,8102,6,0.47419852328693574,0.003480614201797653
DNMPSKTB,VBYCLTYZ,2811,8505,4,0.6321683147249635,2.0682059554289183e-05
DNMPSKTB,VMAQSTJE,2811,8527,11,0.45160142441579354,0.010765615018136686
DNMPSKTB,VWMBASNE,2811,2811,7,0.5838038448776675,0.0002318193591105778
DNMPSKTB,WBLJNPZQ,2811,5309,11,0.5829843178959533,0.0005779790001847066
DNMPSKTB,XIFHSOWQ,2811,8708,6,0.4127800016870899,0.0123506279604432
DNMPSKTB,XIIEJNEE,2811,3815,2,0.4526362886825412,0.00336113753241521
DNMPSKTB,XUOIQPFL,2811,5205,11,0.7064737216548908,8.93508362458846e-06
DUCMGGNW,HCDTGMST,3806,6006,11,0.5048985268778148,0.0037697914986636353
DUCMGGNW,JBVHSUWY,3806,1210,10,0.4930503075106313,0.004141262338709115
DUCMGGNW,KEUWZRKO,3806,8102,7,0.46313715679332085,0.005082574482598924
DUCMGGNW,OGAFEHLU,3806,7202,9,0.41323820461852295,0.016835586728593747
DUCMGGNW,STZDBITS,3806,3815,11,0.43548666063647823,0.014338750463950096
DUCMGGNW,UXSPKBJR,3806,3206,3,0.4344577152879765,0.005715983460912367
DUCMGGNW,VBYCLTYZ,3806,8505,11,0.46040047113034555,0.009153654422293343
DUCMGGNW,VMAQSTJE,3806,8527,8,0.4334730422110348,0.010437046279083659
DUCMGGNW,XIFHSOWQ,3806,8708,11,0.40315174435124623,0.024524220268794507
ELQGMQWE,AANGBULD,2002,4810,3,0.5553665877826672,0.00024268056099396076
ELQGMQWE,BUZIIBYG,2002,9403,9,0.4949995242444069,0.003404221556509549
ELQGMQWE,DEWLVASR,2002,3038,7,0.4745086088746796,0.003976904050457737
ELQGMQWE,FITUEHWN,2002,8714,3,0.4213446750176809,0.0075551591219979765
ELQGMQWE,FQCLOEXA,2002,8102,5,0.6060871960073037,7.020476407691878e-05
ELQGMQWE,FTSVTTSR,2002,2529,4,0.5161481412201219,0.0009095928620691353
ELQGMQWE,FWUCPMMW,2002,2701,12,0.4139885615812654,0.022948942137685984
ELQGMQWE,GKQIJYDH,2002,8501,9,0.46216272088890964,0.006773746437391473
ELQGMQWE,JSLXRQOK,2002,5119,1,0.4618505869324108,0.0023679328016936382
ELQGMQWE,KJNSOAHR,2002,8479,10,0.4638010952279948,0.007501556745775401
ELQGMQWE,LLHREMKS,2002,2807,6,0.6037456957071475,9.682157475938494e-05
ELQGMQWE,NAQIHUKZ,2002,3813,3,0.4154871137360832,0.00852849759010834
ELQGMQWE,SAAYMURU,2002,3215,12,0.41766040732018506,0.021646544783829665
ELQGMQWE,XIIEJNEE,2002,3815,10,0.5453521216982574,0.001246854211821178
ELQGMQWE,ZCELVYQU,2002,8461,8,0.6542308767511955,2.7079210236203347e-05
ELQGMQWE,ZKENOUDA,2002,2805,1,0.5145328785969328,0.0005781345694951623
ELQGMQWE,ZXERAXWP,2002,4802,11,0.4752064051348166,0.006901264189960842
EVBVXETX,ATLDMDBO,3404,2814,7,0.6044554069624574,0.00012027774448533868
EVBVXETX,AXULOHBQ,3404,5515,11,0.5777961302133292,0.0006643519218679647
EVBVXETX,BJALXPFS,3404,2847,12,0.480210949335661,0.007237304205786962
EVBVXETX,BLANHGYY,3404,9022,9,0.5216431385010425,0.0018501918119326467
EVBVXETX,BSRMSVTC,3404,2805,12,0.566224953901057,0.0011076391945887341
EVBVXETX,BUZIIBYG,3404,9403,2,0.4149410713161314,0.007760519458898371
EVBVXETX,DNMPSKTB,3404,2811,12,0.6210590748190701,0.00024992747870597107
EVBVXETX,FDXPMYGF,3404,7907,6,0.4947671367191351,0.0021580901968737214
EVBVXETX,FRHNWLNI,3404,2846,3,0.5655159649514827,0.00017576719452409866
EVBVXETX,GYHKIVQT,3404,8505,12,0.44656254452991934,0.013369704119278061
EVBVXETX,HXYSSRXE,3404,2836,7,0.6921093973695179,4.113401539268972e-06
EVBVXETX,IGDVVKUD,3404,3824,2,0.48372278182932205,0.0015656269339265217
EVBVXETX,KEUWZRKO,3404,8102,10,0.5822547874505334,0.0004720801981171741
EVBVXETX,KJNSOAHR,3404,8479,2,0.4899037249098469,0.001333398775111512
EVBVXETX,NZKBIBNU,3404,5609,2,0.4236517669882157,0.006448622676580159
EVBVXETX,OGAFEHLU,3404,7202,11,0.5275442958611343,0.002290133204679844
EVBVXETX,PYZMVUWD,3404,3824,12,0.5684785884904832,0.0010471774451964485
EVBVXETX,QRKRBYJL,3404,2841,10,0.5700465252141226,0.0006592394225383631
EVBVXETX,RCBZUSIM,3404,2805,10,0.5014795590723068,0.0034558349727476833
EVBVXETX,SAHWCZNH,3404,2825,12,0.6183308209415015,0.000270914732631838
EVBVXETX,SDWAYPIK,3404,7207,11,0.4745297253977031,0.006992796093480742
EVBVXETX,SUOYXCHP,3404,2805,8,0.40213183045507533,0.018393087723609258
EVBVXETX,UGEQLMXM,3404,8714,12,0.5942181420280928,0.0005355421214582826
EVBVXETX,WPQXWHYO,3404,2811,2,0.6376619586450527,9.624163973410574e-06
EVBVXETX,XIFHSOWQ,3404,8708,12,0.5469820807262823,0.0017607496180498312
EVBVXETX,ZCELVYQU,3404,8461,1,0.403149908162451,0.008960829782029832
FCYBOAXC,CCLHWFWF,3824,6211,8,0.4678886304105685,0.005263928337277693
FCYBOAXC,DNMPSKTB,3824,2811,12,0.4761436333445058,0.007819749834176623
FCYBOAXC,FRHNWLNI,3824,2846,4,0.4344990897389939,0.006414034733844361
FCYBOAXC,HXYSSRXE,3824,2836,8,0.4209726889595955,0.013164463438731275
FCYBOAXC,JPBRUTWP,3824,3904,12,0.4041250092448281,0.026768832591175944
FCYBOAXC,LRVGFDFM,3824,3102,8,0.4351156301425893,0.010117087962036466
FCYBOAXC,LSOIUSXD,3824,5111,12,0.5885727227986435,0.0006233776530880407
FCYBOAXC,QRKRBYJL,3824,2841,8,0.4471722760592312,0.008013195561034995
FCYBOAXC,UGEQLMXM,3824,8714,11,0.4049690791016909,0.023826346763795928
FCYBOAXC,WBLJNPZQ,3824,5309,7,0.4794802543661729,0.0035631301684857413
FDXPMYGF,BSRMSVTC,7907,2805,2,0.6978784155587456,5.575614349433954e-07
FDXPMYGF,DUCMGGNW,7907,3806,1,0.4188195859240469,0.006423012077049787
FDXPMYGF,FITUEHWN,7907,8714,4,0.5002031399513518,0.001384149511189891
FDXPMYGF,HCDTGMST,7907,6006,4,0.7126801145019521,5.177968495842071e-07
FDXPMYGF,HXYSSRXE,7907,2836,1,0.5066470778569279,0.0007244644161655848
FDXPMYGF,JERHKLYW,7907,4601,6,0.5001385949151972,0.001895514208988144
FDXPMYGF,JPBRUTWP,7907,3904,6,0.414515049680615,0.011952697262879761
FDXPMYGF,KEUWZRKO,7907,8102,5,0.4571561166748882,0.004447205415216297
FDXPMYGF,LSOIUSXD,7907,5111,6,0.4535312068391872,0.005468752245850903
FDXPMYGF,LUENUFGA,7907,2833,6,0.7260172835129437,5.405928001036711e-07
FDXPMYGF,MIRCVAMV,7907,4408,12,0.6041719298244531,0.0004068998439052
FDXPMYGF,OGAFEHLU,7907,7202,5,0.7279736149183546,3.291557090537205e-07
FDXPMYGF,PYZMVUWD,7907,3824,4,0.4475405261405483,0.0048422156754026145
FDXPMYGF,SAHWCZNH,7907,2825,9,0.45079349560098525,0.008467801530204147
FDXPMYGF,STZDBITS,7907,3815,7,0.4113252313166555,0.014095911063941695
FDXPMYGF,SUOYXCHP,7907,2805,2,0.585420013528268,7.247092444322163e-05
FDXPMYGF,TGOELCAG,7907,7207,4,0.4742765303882027,0.002627747076294052
FDXPMYGF,VMAQSTJE,7907,8527,4,0.5302361022038669,0.0006168755401656497
FDXPMYGF,VWMBASNE,7907,2811,9,0.7005704696523437,5.640522523028057e-06
FDXPMYGF,WBLJNPZQ,7907,5309,11,0.41035251845662707,0.02185416029386235
FDXPMYGF,WQMVCOEM,7907,2805,1,0.46302537143453537,0.002300087683861319
FDXPMYGF,XIFHSOWQ,7907,8708,7,0.7386996011263559,4.051659845064735e-07
FDXPMYGF,XIPPENFQ,7907,2501,10,0.5911918507169773,0.00036658161500786597
FITUEHWN,BLANHGYY,8714,9022,10,0.47871635640912924,0.005576274054963469
FITUEHWN,JPBRUTWP,8714,3904,12,0.5624871228670797,0.0012146519110578066
FITUEHWN,KJNSOAHR,8714,8479,2,0.40457974993691126,0.009614085573795237
FITUEHWN,LSOIUSXD,8714,5111,12,0.46218742096780674,0.010129025542091614
FITUEHWN,MIRCVAMV,8714,4408,8,0.41663970465910527,0.014240016444679033
FITUEHWN,OGAFEHLU,8714,7202,11,0.4172320182423934,0.0195315818973853
FITUEHWN,PYZMVUWD,8714,3824,11,0.4486206839902052,0.011363170980239133
FITUEHWN,RAWUKQMJ,8714,2916,10,0.43541998790156067,0.012745532879899268
FITUEHWN,RCBZUSIM,8714,2805,1,0.4491636249260158,0.0032205937750270914
FITUEHWN,SAAYMURU,8714,3215,2,0.45708199620926515,0.0030261891640835977
FITUEHWN,SDWAYPIK,8714,7207,12,0.6170482409703468,0.000281308949052298
FITUEHWN,SNHYOVBM,8714,3824,10,0.4049056117499915,0.021515895093543486
FITUEHWN,STZDBITS,8714,3815,3,0.46627759445138284,0.0027725616653441823
FITUEHWN,WBLJNPZQ,8714,5309,7,0.5370436493181252,0.0008799034266380343
FITUEHWN,XMKRPGLB,8714,2529,7,0.4025605578035812,0.016506759753926698
FITUEHWN,XUOIQPFL,8714,5205,7,0.41829317661042276,0.012397254330146667
FQCLOEXA,AXULOHBQ,8102,5515,12,0.47053538927033545,0.00868754795293463
FQCLOEXA,BLANHGYY,8102,9022,12,0.4275982171955101,0.018423429495085474
FQCLOEXA,DEWLVASR,8102,3038,2,0.45406823489866655,0.003249880662763398
FQCLOEXA,DNMPSKTB,8102,2811,12,0.47771260259490855,0.007590538897738283
FQCLOEXA,EVBVXETX,8102,3404,3,0.6102010900550708,3.716314610415108e-05
FQCLOEXA,FDXPMYGF,8102,7907,8,0.4660077870384569,0.005474429669982526
FQCLOEXA,FITUEHWN,8102,8714,3,0.5187570695406813,0.0007158734262176196
FQCLOEXA,FRHNWLNI,8102,2846,6,0.4777288935588915,0.0032130843510527287
FQCLOEXA,HCDTGMST,8102,6006,12,0.40035739293717326,0.028358370890389478
FQCLOEXA,HXYSSRXE,8102,2836,9,0.45752647422593135,0.007425888966009783
FQCLOEXA,IGDVVKUD,8102,3824,4,0.45145091153275296,0.004441349972215182
FQCLOEXA,KJNSOAHR,8102,8479,11,0.4483304738747459,0.011422810438248832
FQCLOEXA,NZKBIBNU,8102,5609,4,0.4446877410918607,0.00515408796162028
FQCLOEXA,SNHYOVBM,8102,3824,3,0.41818225814087795,0.008068069185248007
FQCLOEXA,WPQXWHYO,8102,2811,7,0.5378757741472193,0.0008607000273570802
FQCLOEXA,ZCELVYQU,8102,8461,3,0.4145869333555508,0.008687214512829696
FQCLOEXA,ZKENOUDA,8102,2805,2,0.41657287347216687,0.007498619309163136
FQCLOEXA,ZXERAXWP,8102,4802,6,0.4935515981384554,0.00222174561381355
FRHNWLNI,APQGTRMF,2846,8105,11,0.4015919765752898,0.02513647665309469
FRHNWLNI,ATLDMDBO,2846,2814,3,0.5708368843494718,0.00014779312001208278
FRHNWLNI,AXULOHBQ,2846,5515,10,0.6203993239252782,0.00015195978913357575
FRHNWLNI,BJALXPFS,2846,2847,9,0.4023594070009596,0.020268554664640545
FRHNWLNI,BLANHGYY,2846,9022,8,0.45939802295063703,0.006272549041620189
FRHNWLNI,BSRMSVTC,2846,2805,11,0.4674243544319111,0.008017887026870963
FRHNWLNI,DNMPSKTB,2846,2811,11,0.6025981730956504,0.0003340528670569123
FRHNWLNI,DUCMGGNW,2846,3806,3,0.45321654163634917,0.0037621775710929557
FRHNWLNI,FDXPMYGF,2846,7907,10,0.4648529844086353,0.007349366818446152
FRHNWLNI,GYHKIVQT,2846,8505,11,0.6133549280391428,0.000243523469815483
FRHNWLNI,HXYSSRXE,2846,2836,4,0.42128964727309026,0.00843565617022951
FRHNWLNI,IGDVVKUD,2846,3824,6,0.44581472295584373,0.00642913779713845
FRHNWLNI,JPBRUTWP,2846,3904,8,0.4341191591244248,0.010310182079914423
FRHNWLNI,LRVGFDFM,2846,3102,6,0.40773612530135417,0.013571613551866854
FRHNWLNI,PYZMVUWD,2846,3824,11,0.4630201247317505,0.0087151146796368
FRHNWLNI,QRKRBYJL,2846,2841,4,0.589674960207859,9.786815246719457e-05
FRHNWLNI,QVLMOEYE,2846,4202,11,0.43406371820571166,0.014696976886052577
FRHNWLNI,RAWUKQMJ,2846,2916,7,0.4624379695623014,0.0051584456461783446
FRHNWLNI,RCBZUSIM,2846,2805,7,0.5848239986555063,0.00022465809583309003
FRHNWLNI,SAHWCZNH,2846,2825,9,0.4367731964621552,0.011040655633326858
FRHNWLNI,SDWAYPIK,2846,7207,10,0.46433055551402774,0.007424621471977264
FRHNWLNI,SUOYXCHP,2846,2805,11,0.4055148248737663,0.023619988766023267
FRHNWLNI,UGEQLMXM,2846,8714,9,0.5455461477599566,0.001025071788564664
FRHNWLNI,VBYCLTYZ,2846,8505,4,0.44322945451958345,0.005320116069462439
FRHNWLNI,VMAQSTJE,2846,8527,11,0.5367023710492038,0.0018536714358778799
FRHNWLNI,XUOIQPFL,2846,5205,11,0.400683318695196,0.025498889511752998
FTSVTTSR,AANGBULD,2529,4810,7,0.40483559533283764,0.015850038926831827
FTSVTTSR,DEWLVASR,2529,3038,1,0.45413239306624054,0.0028590700945676853
FTSVTTSR,ELQGMQWE,2529,2002,7,0.564455643608414,0.0004123761003057329
FTSVTTSR,FQCLOEXA,2529,8102,1,0.4079952950112158,0.008097370464146962
FTSVTTSR,GKQIJYDH,2529,8501,5,0.4460966820373395,0.0056511597464641425
FTSVTTSR,KAGJCHMR,2529,8467,4,0.4040755440689803,0.011869487870413215
FTSVTTSR,LLHREMKS,2529,2807,2,0.8848215892912216,3.5938344816961997e-14
FTSVTTSR,MBSBZBXA,2529,2846,6,0.43323023989906145,0.008306078915877757
FTSVTTSR,QKXNTIIB,2529,8501,8,0.5436980106639929,0.0008894049790508403
FTSVTTSR,RCBZUSIM,2529,2805,10,0.5036957188834209,0.0032927932958022243
FTSVTTSR,SAAYMURU,2529,3215,2,0.5881211638358567,6.584353498627636e-05
FTSVTTSR,SNHYOVBM,2529,3824,1,0.40254521177503383,0.009073939026690233
FTSVTTSR,STZDBITS,2529,3815,3,0.4499907160842084,0.004049457480245248
FTSVTTSR,SUOYXCHP,2529,2805,8,0.45658868473675496,0.006640816987479946
FTSVTTSR,TGOELCAG,2529,7207,1,0.4258465302192392,0.005504089742838243
FTSVTTSR,UGEQLMXM,2529,8714,7,0.41188088893812486,0.01395362833970852
FTSVTTSR,XIIEJNEE,2529,3815,6,0.5670809025424446,0.00031059999298419373
FTSVTTSR,YSYHGLQK,2529,2807,2,0.43064655520070666,0.005538284213306268
FTSVTTSR,ZCELVYQU,2529,8461,5,0.5728017407166499,0.00021140637819162805
FTSVTTSR,ZXERAXWP,2529,4802,7,0.685232329533741,5.587183753234702e-06
FWUCPMMW,AXULOHBQ,2701,5515,2,0.4587854747948112,0.0029058093059588113
FWUCPMMW,BLANHGYY,2701,9022,2,0.5698581799438581,0.00012390648491763005
FWUCPMMW,BSRMSVTC,2701,2805,5,0.5745799611777788,0.00019991094875493475
FWUCPMMW,ELQGMQWE,2701,2002,11,0.4157309907743236,0.02002009351072482
FWUCPMMW,FDXPMYGF,2701,7907,3,0.6166108943867047,2.916077541409626e-05
FWUCPMMW,FITUEHWN,2701,8714,7,0.4077857355410723,0.015031186226485674
FWUCPMMW,FTSVTTSR,2701,2529,4,0.6284965733480077,2.3871481639295072e-05
FWUCPMMW,GYHKIVQT,2701,8505,12,0.4765900511600432,0.007753944210411406
FWUCPMMW,HCDTGMST,2701,6006,7,0.5072781834516342,0.0018692052460387851
FWUCPMMW,JSLXRQOK,2701,5119,1,0.5512974588018739,0.00018720737113998273
FWUCPMMW,LLHREMKS,2701,2807,6,0.7560914195214552,9.681905344507916e-08
FWUCPMMW,LSOIUSXD,2701,5111,9,0.611531953300124,0.00015619791520780926
FWUCPMMW,LUENUFGA,2701,2833,12,0.4602864378253388,0.010483979766419963
FWUCPMMW,NAQIHUKZ,2701,3813,3,0.5836226232972075,9.624386985724874e-05
FWUCPMMW,OGAFEHLU,2701,7202,8,0.4880139617833619,0.0034125038256585857
FWUCPMMW,PYZMVUWD,2701,3824,8,0.48528385801087137,0.0036246749001318614
FWUCPMMW,QKXNTIIB,2701,8501,10,0.45883486293397785,0.008256798311361509
FWUCPMMW,STZDBITS,2701,3815,7,0.428461636694315,0.010230443140901274
FWUCPMMW,SUOYXCHP,2701,2805,12,0.47520301411199756,0.007959952963954822
FWUCPMMW,UGEQLMXM,2701,8714,11,0.4990483616226877,0.004264761731795414
FWUCPMMW,UQYUIVVR,2701,8501,3,0.4102151854324021,0.009494503801254063
FWUCPMMW,VMAQSTJE,2701,8527,7,0.5019882718823048,0.0021221845440757797
FWUCPMMW,VWMBASNE,2701,2811,12,0.680450068760196,3.513143610408794e-05
FWUCPMMW,WBLJNPZQ,2701,5309,4,0.4471800201237489,0.00488070211364776
FWUCPMMW,WHPUAOID,2701,5512,1,0.5726439357289472,9.137894165742374e-05
FWUCPMMW,XIFHSOWQ,2701,8708,10,0.49711223155918594,0.0037976217987560953
FWUCPMMW,XIIEJNEE,2701,3815,4,0.598909823953335,7.113068264825646e-05
FWUCPMMW,ZCELVYQU,2701,8461,8,0.49406980301793163,0.002979907725165735
GKQIJYDH,BLANHGYY,8501,9022,10,0.5048539349147467,0.0032102592312480936
GKQIJYDH,BSRMSVTC,8501,2805,8,0.4911155224529501,0.003184596939090259
GKQIJYDH,DJBLNPNC,8501,2805,9,0.41186215793811765,0.017240992849416867
GKQIJYDH,JPBRUTWP,8501,3904,12,0.45506723875927085,0.011512671584729397
GKQIJYDH,JSLXRQOK,8501,5119,11,0.4380595138288307,0.01370953872272169
GKQIJYDH,KEUWZRKO,8501,8102,11,0.5546532985364394,0.0012033170329798432
GKQIJYDH,OGAFEHLU,8501,7202,11,0.4469104657805649,0.011718434057176815
GKQIJYDH,QJQJSWFU,8501,3307,10,0.46142909231272905,0.007854607151305799
GKQIJYDH,SAAYMURU,8501,3215,3,0.40266975468719673,0.01103891715608045
GKQIJYDH,TGOELCAG,8501,7207,10,0.5096558388297804,0.002886853266704759
GKQIJYDH,UQYUIVVR,8501,8501,6,0.4244649126227153,0.00987418534889353
